Tweet ID,Tweet URL,Tweet Type,Media Type,Media URL,Media Alt Text
1439295084206362625,https://twitter.com/reda_getachew/status/1439295084206362625,Tweet,photo,https://pbs.twimg.com/media/E_lm_1AXMAMGK3-.jpg,""
1435632770122911754,https://twitter.com/reda_getachew/status/1435632770122911754,Tweet,photo,https://pbs.twimg.com/media/E-xkYD_XEAIfRIl.jpg,""
1424392207709130762,https://twitter.com/reda_getachew/status/1424392207709130762,Tweet,photo,https://pbs.twimg.com/media/E8R1KMdWUAkaiSV.jpg,""
1420655385644617729,https://twitter.com/reda_getachew/status/1420655385644617729,Tweet,photo,https://pbs.twimg.com/media/E7cuiG5WQAU2jkp.jpg,""
1420655385644617729,https://twitter.com/reda_getachew/status/1420655385644617729,Tweet,photo,https://pbs.twimg.com/media/E7cuilNXMAMulHZ.jpg,""
1407733072355864577,https://twitter.com/reda_getachew/status/1407733072355864577,Reply,photo,https://pbs.twimg.com/media/E4lFeLVXoAEuSyz.jpg,""
1407733072355864577,https://twitter.com/reda_getachew/status/1407733072355864577,Reply,photo,https://pbs.twimg.com/media/E4lFtjMWYAU9Aiq.jpg,""
1407733072355864577,https://twitter.com/reda_getachew/status/1407733072355864577,Reply,photo,https://pbs.twimg.com/media/E4lFuUwWUA0Wr8l.jpg,""
1407733072355864577,https://twitter.com/reda_getachew/status/1407733072355864577,Reply,photo,https://pbs.twimg.com/media/E4lFva4X0Aklpv9.jpg,""
1407725479948439555,https://twitter.com/reda_getachew/status/1407725479948439555,Tweet,video,https://video.twimg.com/ext_tw_video/1407723215267504130/pu/vid/480x270/uATT5ETRFPqxepbw.mp4?tag=12,""
1407310691493625856,https://twitter.com/reda_getachew/status/1407310691493625856,Tweet,video,https://video.twimg.com/ext_tw_video/1407309928218480645/pu/vid/1280x720/vtKqqZ8wrdqAUBKx.mp4?tag=12,""
1369881854803857412,https://twitter.com/reda_getachew/status/1369881854803857412,Tweet,photo,https://pbs.twimg.com/media/EwLMQojWUAE1ddc.jpg,""
1369881854803857412,https://twitter.com/reda_getachew/status/1369881854803857412,Tweet,photo,https://pbs.twimg.com/media/EwLMRZrXIAEBRxG.jpg,""
1366399627214397440,https://twitter.com/reda_getachew/status/1366399627214397440,Tweet,photo,https://pbs.twimg.com/media/EvZtNR8WQAQcEVD.jpg,""
1320367435468443652,https://twitter.com/reda_getachew/status/1320367435468443652,Tweet,photo,https://pbs.twimg.com/media/ElLi_FiXUAApe9k.jpg,""
