tweet_link,created_at,text,retweet_count,reply_count,like_count,quote_count,impression_count,mentions,hashtags
https://twitter.com/yilkal_kefale/status/1538246343679934476,2022-06-18T19:44:42.000Z,Beyond financing 🇪🇹🇪🇹🇪🇹 https://t.co/dASO36l351,8,24,46,1,0,,
https://twitter.com/yilkal_kefale/status/1536712855919239168,2022-06-14T14:11:10.000Z,የሕግ ማስከበር ዘመቻው የአማራ ህዝብ አንድነት ለማጠናከር ያለመ ነው።  🇪🇹🇪🇹🇪🇹,79,153,330,9,0,,
https://twitter.com/yilkal_kefale/status/1536044895948922881,2022-06-12T17:56:56.000Z,"ጎንደር የስልጣኔያችን ምልክት የሰው ሰራሽና ተፈጥሯዊ ሐብቶች መናገሻ የሆነች የዓለም መዳረሻ ከተማ ነች።
ስለዚህ ሰላሟን አንድነቷን እንጠብቃለን እናስጠብቃለን።🇪🇹🇪🇹🇪🇹 https://t.co/DFsASZ6RV2",30,36,124,0,0,,
https://twitter.com/yilkal_kefale/status/1535910746403618818,2022-06-12T09:03:52.000Z,#NewProfilePic https://t.co/ObzONmFnez,8,0,38,0,0,,NewProfilePic
https://twitter.com/yilkal_kefale/status/1535904674997477380,2022-06-12T08:39:44.000Z,የወልቃይትን ጉዳይ ለድርድር የማናቀርበው ቀይ መስመራችን ነው። 🇪🇹🇪🇹🇪🇹 https://t.co/oif8G1FmK4,66,0,291,17,0,,
https://twitter.com/yilkal_kefale/status/1535898625657778176,2022-06-12T08:15:42.000Z,ለከተሞች ዘላቂ ሰላም መረጋገጥ የሃይማኖት አባቶችና የሃገር ሽማግሌዎች እገዛ ወሳኝ ነኝ:: 🇪🇹🇪🇹🇪🇹 https://t.co/SC3FKCfKCs,25,2,105,4,0,,
https://twitter.com/yilkal_kefale/status/1535621674917306368,2022-06-11T13:55:12.000Z,በ 5 ነጥብ 6 ቢሊዮን ብር እየተገነባ ያለው የመገጭ ግድብ ከመስኖ ልማት ባሻገር ለጎንደር ከተማ የንጹህ መጠጥ ውኃ ችግርን በዘላቂነት ይፈታል ብልን እናስባለን።   የዛሬ ሁለት አመት ይጠናቀቃል ብለን እንጠብቃለን። 🇪🇹🇪🇹🇪🇹 https://t.co/0U93XFoltd,30,0,155,9,0,,
https://twitter.com/yilkal_kefale/status/1534959830938664960,2022-06-09T18:05:16.000Z,"Bravo !!!
እንኳን ደስ አለን 💚💛❤ 🇪🇹🇪🇹🇪🇹 https://t.co/UERNQGIHpf",42,29,253,0,0,,
https://twitter.com/yilkal_kefale/status/1534423906521579520,2022-06-08T06:35:42.000Z,የአማራ ክልል መንግስት የቱርክ ባለሀብቶች በክልሉ የኢንቨስትመንት ዘርፎች እንዲሰማሩ ምቹ ሁኔታወችን ይፈጥራል።🇪🇹🇹🇷,41,40,175,2,0,,
https://twitter.com/yilkal_kefale/status/1533739606902026240,2022-06-06T09:16:32.000Z,የሃገራዊ ምክክር ኮሚሽን ውጤታማ እንዲሆን የአማራ ክልል መንግስት ድጋፍ ያደርጋል።🇪🇹🇪🇹🇪🇹,46,94,183,1,0,,
https://twitter.com/yilkal_kefale/status/1533722058105954304,2022-06-06T08:06:48.000Z,ጠንካራ ሀገር ለመገንባት ሀገራዊ ችግሮችን በምክክርና በመነጋገር መፍታት ያስፈልጋል።🇪🇹🇪🇹🇪🇹,70,95,289,4,0,,
https://twitter.com/yilkal_kefale/status/1533053964324900866,2022-06-04T11:52:02.000Z,https://t.co/MQMdPr2QXY,1,9,11,0,0,,
https://twitter.com/yilkal_kefale/status/1531182803588632576,2022-05-30T07:56:43.000Z,ለሕዝብ ደኅንነት ሲባል የተጀመረው ሕግ የማስከበር ሥራ ምንም ዓይነት  ውስጣዊና ውጫዊ ተፅዕኖ የለበትም። 🇪🇹🇪🇹🇪🇹,104,223,402,15,0,,
https://twitter.com/yilkal_kefale/status/1530823204780089345,2022-05-29T08:07:47.000Z,"ከሞፈርና ቀንበር ወደ ትራክተር

የግብርና መካናይዜሽን መሳሪያወች በክልሉ የቴክኖሎጂ አቅርቦት ውስንነትን ለመቅረፍና የግብርና ሥራን  በዘመናዊ መንገድ በመከወን ምርታማነትን ለማሳደግ ጉልህ ሚና አላቸው።🇪🇹🇪🇹🇪🇹 https://t.co/ylQ7ZpXZSw",143,113,507,17,0,,
